primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename,geo_data
graher1,[],['nocturnal flight call'],41.4798,2.3146,Ardea cinerea,Gray Heron,Toni Alonso Jardí,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/680958,graher1/XC680958.ogg,41.4798 2.3146 Toni Alonso Jardí
bcnher,[],['uncertain'],46.0248,4.7062,Nycticorax nycticorax,Black-crowned Night-Heron,Léandre COMBE,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/668952,bcnher/XC668952.ogg,46.0248 4.7062 Léandre COMBE
graher1,[],[''],45.0844,-0.6891,Ardea cinerea,Gray Heron,Olivier SWIFT,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/801581,graher1/XC801581.ogg,45.0844 -0.6891 Olivier SWIFT
eurcoo,[],"['call', 'whistle']",48.8205,2.1781,Fulica atra,Eurasian Coot,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/541506,eurcoo/XC541506.ogg,48.8205 2.1781 Stanislas Wroza
greegr,[],[''],53.8904,14.2804,Ardea alba,Great Egret,Marcin Sołowiej,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/738072,greegr/XC738072.ogg,53.8904 14.2804 Marcin Sołowiej
eurcoo,[],['call'],50.4604,3.6775,Fulica atra,Eurasian Coot,Alain Malengreau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/263999,eurcoo/XC263999.ogg,50.4604 3.6775 Alain Malengreau
blrwar1,[],['song'],50.5613,83.6672,Acrocephalus dumetorum,Blyth's Reed Warbler,Patrick Franke,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/120472,blrwar1/XC120472.ogg,50.5613 83.6672 Patrick Franke
blrwar1,[],['song'],56.0779,47.9129,Acrocephalus dumetorum,Blyth's Reed Warbler,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/372097,blrwar1/XC372097.ogg,56.0779 47.9129 Albert Lastukhin
litegr,[],[''],42.7856,13.9051,Egretta garzetta,Little Egret,Dimitri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/734480,litegr/XC734480.ogg,42.7856 13.9051 Dimitri
blrwar1,[],['call'],62.3197,25.9833,Acrocephalus dumetorum,Blyth's Reed Warbler,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/347281,blrwar1/XC347281.ogg,62.3197 25.9833 Tero Linjama
litegr,[],['flight call'],32.4491,35.555,Egretta garzetta,Little Egret,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/465332,litegr/XC465332.ogg,32.4491 35.555 Manuel Grosselet
graher1,[],[''],48.6359,9.2386,Ardea cinerea,Gray Heron,Johannes Dag Mayer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/832779,graher1/XC832779.ogg,48.6359 9.2386 Johannes Dag Mayer
bcnher,[],"['call', 'flight call']",43.5361,4.7533,Nycticorax nycticorax,Black-crowned Night-Heron,Tanguy Loïs,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/586196,bcnher/XC586196.ogg,43.5361 4.7533 Tanguy Loïs
whbwat1,[],[''],13.8469,100.5197,Amaurornis phoenicurus,White-breasted Waterhen,Sam Hambly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/842519,whbwat1/XC842519.ogg,13.8469 100.5197 Sam Hambly
graher1,[],[''],4.6054,101.15,Ardea cinerea,Gray Heron,Amar-Singh HSS,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/758701,graher1/XC758701.ogg,4.6054 101.15 Amar-Singh HSS
blrwar1,[],['song'],60.1755,17.656,Acrocephalus dumetorum,Blyth's Reed Warbler,Johan Södercrantz,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/568971,blrwar1/XC568971.ogg,60.1755 17.656 Johan Södercrantz
grtdro1,[],[''],18.7588,108.8572,Dicrurus paradiseus,Greater Racket-tailed Drongo,Dave Guo,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/767522,grtdro1/XC767522.ogg,18.7588 108.8572 Dave Guo
bcnher,[],[''],42.8146,13.6983,Nycticorax nycticorax,Black-crowned Night-Heron,Dimitri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/713547,bcnher/XC713547.ogg,42.8146 13.6983 Dimitri
blrwar1,[],"['adult', 'male', 'song']",66.8079,19.9112,Acrocephalus dumetorum,Blyth's Reed Warbler,Hans Norelius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/663462,blrwar1/XC663462.ogg,66.8079 19.9112 Hans Norelius
whbwat1,[],[''],5.8762,117.9448,Amaurornis phoenicurus,White-breasted Waterhen,Jelle Scharringa,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/772196,whbwat1/XC772196.ogg,5.8762 117.9448 Jelle Scharringa
eurcoo,[],[''],56.2979,16.4132,Fulica atra,Eurasian Coot,David Tattersley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/726561,eurcoo/XC726561.ogg,56.2979 16.4132 David Tattersley
bcnher,[],[''],37.0218,-8.0121,Nycticorax nycticorax,Black-crowned Night-Heron,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/827580,bcnher/XC827580.ogg,37.0218 -8.0121 Jorge Leitão
grewar3,[],['song'],55.6908,37.1214,Phylloscopus trochiloides,Greenish Warbler,Alexander ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/485186,grewar3/XC485186.ogg,55.6908 37.1214 Alexander 
grewar3,[],[''],47.6545,92.8085,Phylloscopus trochiloides,Greenish Warbler,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/765125,grewar3/XC765125.ogg,47.6545 92.8085 Stanislas Wroza
greegr,[],['alarm call'],50.449,8.9118,Ardea alba,Great Egret,brickegickel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/605976,greegr/XC605976.ogg,50.449 8.9118 brickegickel
greegr,[],['call'],-14.8001,-64.9001,Ardea alba,Great Egret,Sjoerd Mayer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/2778,greegr/XC2778.ogg,-14.8001 -64.9001 Sjoerd Mayer
litegr,[],[''],43.2605,-1.6189,Egretta garzetta,Little Egret,C PAL,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/788614,litegr/XC788614.ogg,43.2605 -1.6189 C PAL
litegr,[],[''],-18.8667,47.5189,Egretta garzetta,Little Egret,Ken Behrens,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/697849,litegr/XC697849.ogg,-18.8667 47.5189 Ken Behrens
grewar3,[],"['male', 'song']",52.226,20.936,Phylloscopus trochiloides,Greenish Warbler,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/325301,grewar3/XC325301.ogg,52.226 20.936 Jarek Matusiak
eurcoo,[],['call'],54.8001,10.6667,Fulica atra,Eurasian Coot,Niels Krabbe,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/25892,eurcoo/XC25892.ogg,54.8001 10.6667 Niels Krabbe
rorpar,[],['call'],48.8434,2.3591,Psittacula krameri,Rose-ringed Parakeet,Marie-Lan Taÿ Pamart,Creative Commons Attribution-ShareAlike 4.0,5.0,https://www.xeno-canto.org/474519,rorpar/XC474519.ogg,48.8434 2.3591 Marie-Lan Taÿ Pamart
litegr,[],['call'],-23.643,43.596,Egretta garzetta,Little Egret,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/294610,litegr/XC294610.ogg,-23.643 43.596 Patrik Åberg
litegr,[],"['call', 'flight call']",39.4627,-8.2012,Egretta garzetta,Little Egret,Paulo Alves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/441059,litegr/XC441059.ogg,39.4627 -8.2012 Paulo Alves
blrwar1,[],['song'],55.0312,46.4667,Acrocephalus dumetorum,Blyth's Reed Warbler,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/139033,blrwar1/XC139033.ogg,55.0312 46.4667 Albert Lastukhin
bcnher,[],['flight call'],42.586,69.2775,Nycticorax nycticorax,Black-crowned Night-Heron,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/184166,bcnher/XC184166.ogg,42.586 69.2775 Albert Lastukhin
eurcoo,[],"['flight call', 'nocturnal flight call', 'wing beats']",51.6825,4.3454,Fulica atra,Eurasian Coot,Robbin van Dijk,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/656834,eurcoo/XC656834.ogg,51.6825 4.3454 Robbin van Dijk
rewbul,[],"['call', 'life stage uncertain', 'sex uncertain']",12.9647,77.6373,Pycnonotus jocosus,Red-whiskered Bulbul,Subhashish Panigrahi,Creative Commons Attribution-ShareAlike 4.0,4.0,https://www.xeno-canto.org/538779,rewbul/XC538779.ogg,12.9647 77.6373 Subhashish Panigrahi
blrwar1,[],"['adult', 'song']",56.3524,38.9974,Acrocephalus dumetorum,Blyth's Reed Warbler,Roman Cheprasov,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/653926,blrwar1/XC653926.ogg,56.3524 38.9974 Roman Cheprasov
bcnher,[],['nocturnal flight call'],43.1896,-0.4409,Nycticorax nycticorax,Black-crowned Night-Heron,Sébastien Arriubergé,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/679800,bcnher/XC679800.ogg,43.1896 -0.4409 Sébastien Arriubergé
rorpar,['laudov1'],['call'],27.1599,77.5418,Psittacula krameri,Rose-ringed Parakeet,Jelle Scharringa,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,http://xeno-canto.org/680457,rorpar/XC680457.ogg,27.1599 77.5418 Jelle Scharringa
grtdro1,[],[''],12.8918,99.6567,Dicrurus paradiseus,Greater Racket-tailed Drongo,Stephan Risch,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/788193,grtdro1/XC788193.ogg,12.8918 99.6567 Stephan Risch
grewar3,[],"['adult', 'song']",31.0334,103.1834,Phylloscopus trochiloides,Greenish Warbler,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/681748,grewar3/XC681748.ogg,31.0334 103.1834 Mike Nelson
blrwar1,[],"['adult', 'male', 'song']",56.0789,47.3636,Acrocephalus dumetorum,Blyth's Reed Warbler,Alex Yakovlev,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/574767,blrwar1/XC574767.ogg,56.0789 47.3636 Alex Yakovlev
gyhcaf1,[],[''],1.8773,103.9184,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Vincent Ng,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/732354,gyhcaf1/XC732354.ogg,1.8773 103.9184 Vincent Ng
bcnher,[],['flight call'],21.219,-99.4714,Nycticorax nycticorax,Black-crowned Night-Heron,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/521292,bcnher/XC521292.ogg,21.219 -99.4714 Manuel Grosselet
eurcoo,[],"['adult', 'call', 'sex uncertain']",-41.2276,146.3032,Fulica atra,Eurasian Coot,Ramit Singal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/567414,eurcoo/XC567414.ogg,-41.2276 146.3032 Ramit Singal
eurcoo,[],[''],37.069,-7.7248,Fulica atra,Eurasian Coot,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/710452,eurcoo/XC710452.ogg,37.069 -7.7248 Nelson Conceição
eurcoo,[],['flight call'],50.1191,18.9721,Fulica atra,Eurasian Coot,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/496861,eurcoo/XC496861.ogg,50.1191 18.9721 Ireneusz Oleksik
graher1,[],"['flight call', 'nocturnal flight call']",48.8306,2.1999,Ardea cinerea,Gray Heron,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/496570,graher1/XC496570.ogg,48.8306 2.1999 Stanislas Wroza
bcnher,[],['call'],31.9237,-81.0559,Nycticorax nycticorax,Black-crowned Night-Heron,Russ Wigh,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/492759,bcnher/XC492759.ogg,31.9237 -81.0559 Russ Wigh
bcnher,[],[''],46.7903,1.1247,Nycticorax nycticorax,Black-crowned Night-Heron,Martin Billard,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/844559,bcnher/XC844559.ogg,46.7903 1.1247 Martin Billard
graher1,[],"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",64.191,21.113,Ardea cinerea,Gray Heron,Alan Dalton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/593201,graher1/XC593201.ogg,64.191 21.113 Alan Dalton
blrwar1,[],['song'],63.6832,20.3362,Acrocephalus dumetorum,Blyth's Reed Warbler,Tommy Andersson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/479088,blrwar1/XC479088.ogg,63.6832 20.3362 Tommy Andersson
eurcoo,[],['call'],48.725,1.8083,Fulica atra,Eurasian Coot,Tanguy Loïs,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/616975,eurcoo/XC616975.ogg,48.725 1.8083 Tanguy Loïs
litegr,[],['call'],42.9037,13.9077,Egretta garzetta,Little Egret,Dimitri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/669363,litegr/XC669363.ogg,42.9037 13.9077 Dimitri
eurcoo,[],"['call', 'flight call', 'nocturnal flight call']",54.1145,-0.1224,Fulica atra,Eurasian Coot,Mark Pearson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/634761,eurcoo/XC634761.ogg,54.1145 -0.1224 Mark Pearson
grtdro1,[],['alarm call'],22.1099,80.5655,Dicrurus paradiseus,Greater Racket-tailed Drongo,Pranad Patil,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/404417,grtdro1/XC404417.ogg,22.1099 80.5655 Pranad Patil
bcnher,[],[''],42.7503,11.8547,Nycticorax nycticorax,Black-crowned Night-Heron,Francesco Barberini,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/819188,bcnher/XC819188.ogg,42.7503 11.8547 Francesco Barberini
rewbul,"['asikoe2', 'comior1', 'ingori1', 'yebbab1']","['adult', 'song']",12.8322,80.0376,Pycnonotus jocosus,Red-whiskered Bulbul,Sreekumar Chirukandoth,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/573345,rewbul/XC573345.ogg,12.8322 80.0376 Sreekumar Chirukandoth
graher1,[],[''],51.2198,4.5188,Ardea cinerea,Gray Heron,Wim Jacobs,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/854607,graher1/XC854607.ogg,51.2198 4.5188 Wim Jacobs
gyhcaf1,[],[''],24.4507,97.5439,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Bo Shunqi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/722655,gyhcaf1/XC722655.ogg,24.4507 97.5439 Bo Shunqi
graher1,[],[''],50.1272,4.9488,Ardea cinerea,Gray Heron,Damien Sevrin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/708483,graher1/XC708483.ogg,50.1272 4.9488 Damien Sevrin
grewar3,[],['call'],30.2845,77.9743,Phylloscopus trochiloides,Greenish Warbler,Lakshminarasimha R,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/116714,grewar3/XC116714.ogg,30.2845 77.9743 Lakshminarasimha R
whbwat1,[],[''],1.2914,103.7667,Amaurornis phoenicurus,White-breasted Waterhen,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/756505,whbwat1/XC756505.ogg,1.2914 103.7667 Okamoto Keita Sin
grtdro1,[],"['adult', 'call']",4.3854,102.3982,Dicrurus paradiseus,Greater Racket-tailed Drongo,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/607184,grtdro1/XC607184.ogg,4.3854 102.3982 Beatrix Saadi-Varchmin
graher1,[],[''],43.2083,3.1968,Ardea cinerea,Gray Heron,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/789426,graher1/XC789426.ogg,43.2083 3.1968 Bernard BOUSQUET
whbwat1,['houcro1'],"['call', 'sex uncertain']",19.1328,72.9152,Amaurornis phoenicurus,White-breasted Waterhen,Dhruba Saikia,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/579437,whbwat1/XC579437.ogg,19.1328 72.9152 Dhruba Saikia
litegr,[],['flight call'],50.262,1.5748,Egretta garzetta,Little Egret,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/448898,litegr/XC448898.ogg,50.262 1.5748 Stanislas Wroza
eurcoo,[],[''],54.949,-1.48,Fulica atra,Eurasian Coot,Mark Newsome,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/791776,eurcoo/XC791776.ogg,54.949 -1.48 Mark Newsome
graher1,[],['flight call'],53.0616,11.4643,Ardea cinerea,Gray Heron,Volker Arnold,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/139810,graher1/XC139810.ogg,53.0616 11.4643 Volker Arnold
eurcoo,[],[''],31.3039,122.0923,Fulica atra,Eurasian Coot,Bo Shunqi 薄顺奇,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/840852,eurcoo/XC840852.ogg,31.3039 122.0923 Bo Shunqi 薄顺奇
greegr,[],[''],-1.6667,-80.7834,Ardea alba,Great Egret,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/777011,greegr/XC777011.ogg,-1.6667 -80.7834 Jerome Fischer
eurcoo,[],['nocturnal flight call'],40.0479,0.0621,Fulica atra,Eurasian Coot,Miguel Tirado,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/623257,eurcoo/XC623257.ogg,40.0479 0.0621 Miguel Tirado
bcnher,[],['flight call'],40.6617,0.7891,Nycticorax nycticorax,Black-crowned Night-Heron,Pere Josa,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/601227,bcnher/XC601227.ogg,40.6617 0.7891 Pere Josa
blrwar1,[],"['male', 'song']",56.16,14.8477,Acrocephalus dumetorum,Blyth's Reed Warbler,Mats Olsson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/569092,blrwar1/XC569092.ogg,56.16 14.8477 Mats Olsson
litegr,[],['nocturnal flight call'],51.4812,-9.7785,Egretta garzetta,Little Egret,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/692967,litegr/XC692967.ogg,51.4812 -9.7785 Irish Wildlife Sounds
bcnher,[],"['alarm call', 'flight call']",36.6761,126.4145,Nycticorax nycticorax,Black-crowned Night-Heron,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/194386,bcnher/XC194386.ogg,36.6761 126.4145 Ross Gallardy
grtdro1,[],[''],1.8773,103.9184,Dicrurus paradiseus,Greater Racket-tailed Drongo,Kim Chuah Lim,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/819483,grtdro1/XC819483.ogg,1.8773 103.9184 Kim Chuah Lim
rewbul,[],[''],1.357,103.7719,Pycnonotus jocosus,Red-whiskered Bulbul,Kim Chuah Lim,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/700142,rewbul/XC700142.ogg,1.357 103.7719 Kim Chuah Lim
eurcoo,[],[''],40.8846,0.8014,Fulica atra,Eurasian Coot,Xavier Riera,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/803660,eurcoo/XC803660.ogg,40.8846 0.8014 Xavier Riera
rorpar,[],"['call', 'flight call']",51.2201,6.7791,Psittacula krameri,Rose-ringed Parakeet,Timo Tschentscher,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/354836,rorpar/XC354836.ogg,51.2201 6.7791 Timo Tschentscher
grtdro1,[],"['adult', 'alarm call', 'sex uncertain']",1.3559,103.8012,Dicrurus paradiseus,Greater Racket-tailed Drongo,Kim Chuah Lim,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/654528,grtdro1/XC654528.ogg,1.3559 103.8012 Kim Chuah Lim
greegr,[],"['adult', 'flight call', 'sex uncertain']",-22.9511,-43.0384,Ardea alba,Great Egret,Ricardo Gagliardi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/582204,greegr/XC582204.ogg,-22.9511 -43.0384 Ricardo Gagliardi
grtdro1,[],[''],1.3638,103.776,Dicrurus paradiseus,Greater Racket-tailed Drongo,Joshua Chong,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/776598,grtdro1/XC776598.ogg,1.3638 103.776 Joshua Chong
blrwar1,[],"['male', 'song']",48.6732,60.8533,Acrocephalus dumetorum,Blyth's Reed Warbler,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/184717,blrwar1/XC184717.ogg,48.6732 60.8533 Albert Lastukhin
eurcoo,[],['call'],12.9011,80.2199,Fulica atra,Eurasian Coot,Sreekumar Chirukandoth,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/429771,eurcoo/XC429771.ogg,12.9011 80.2199 Sreekumar Chirukandoth
